row,col
39,672
64,672
333,672
334,672
336,672
445,672
523,672
534,672
568,672
159,673
266,673
20,674
260,674
135,676
234,676
450,676
653,676
180,677
660,677
61,678
85,678
94,678
102,678
108,678
197,678
228,678
241,678
332,678
379,678
384,678
388,678
413,678
428,678
459,678
535,678
603,678
12,679
66,679
237,679
319,679
357,679
368,679
416,679
438,679
560,679
598,679
626,679
284,680
546,680
63,681
150,681
457,681
539,681
1,682
291,682
432,682
557,682
586,682
50,683
329,683
345,683
529,683
617,683
628,683
19,684
37,684
83,684
112,684
162,684
201,684
205,684
219,684
338,684
361,684
421,684
665,684
65,685
67,685
76,685
181,685
279,685
281,685
286,685
491,685
572,685
661,685
159,686
266,686
673,686
105,688
187,688
278,688
376,688
465,688
616,688
667,688
61,689
85,689
94,689
102,689
108,689
197,689
228,689
241,689
332,689
379,689
384,689
388,689
413,689
428,689
459,689
535,689
603,689
678,689
11,690
33,690
98,690
100,690
128,690
146,690
239,690
254,690
295,690
316,690
343,690
404,690
405,690
494,690
519,690
549,690
579,690
601,690
633,690
662,690
92,691
96,691
190,691
350,691
589,691
592,691
632,691
656,691
663,691
138,692
199,692
212,692
360,692
460,692
612,692
5,693
39,693
64,693
333,693
334,693
336,693
445,693
523,693
534,693
568,693
672,693
470,694
84,695
347,695
497,695
407,698
92,699
96,699
190,699
350,699
589,699
592,699
632,699
656,699
663,699
691,699
218,700
298,700
647,700
61,701
85,701
94,701
102,701
108,701
197,701
228,701
241,701
332,701
379,701
384,701
388,701
413,701
428,701
459,701
535,701
603,701
678,701
689,701
61,702
85,702
94,702
102,702
108,702
197,702
228,702
241,702
332,702
379,702
384,702
388,702
413,702
428,702
459,702
535,702
603,702
678,702
689,702
701,702
16,703
118,703
121,703
174,703
188,703
224,703
233,703
294,703
310,703
331,703
363,703
367,703
393,703
400,703
401,703
509,703
542,703
556,703
584,703
623,703
46,704
70,704
132,704
186,704
300,704
322,704
439,704
559,704
564,704
594,704
51,705
208,705
581,705
25,706
111,706
280,706
516,706
209,708
218,709
298,709
647,709
700,709
22,710
97,710
268,710
409,710
380,711
444,711
538,711
625,711
135,712
234,712
450,712
653,712
676,712
127,714
561,714
143,715
230,715
249,715
257,715
500,715
511,715
514,715
0,716
669,716
61,717
85,717
94,717
102,717
108,717
197,717
228,717
241,717
332,717
379,717
384,717
388,717
413,717
428,717
459,717
535,717
603,717
678,717
689,717
701,717
702,717
211,718
236,718
348,718
435,718
569,718
214,719
262,719
273,719
297,719
426,719
466,719
109,720
157,720
194,720
222,720
370,720
480,720
528,720
531,720
552,720
587,720
652,720
109,721
157,721
194,721
222,721
370,721
480,721
528,721
531,721
552,721
587,721
652,721
720,721
508,722
635,722
134,723
147,723
210,723
289,723
381,723
433,723
471,723
646,723
306,724
629,724
645,724
135,726
234,726
450,726
653,726
676,726
712,726
155,727
296,727
415,727
163,729
246,729
487,729
597,729
614,729
5,730
39,730
64,730
333,730
334,730
336,730
445,730
523,730
534,730
568,730
672,730
693,730
11,731
33,731
98,731
100,731
128,731
146,731
239,731
254,731
295,731
316,731
343,731
404,731
405,731
494,731
519,731
549,731
579,731
601,731
633,731
662,731
690,731
90,732
292,732
448,732
456,732
545,732
622,732
15,733
35,733
56,733
106,733
145,733
152,733
193,733
256,733
440,733
540,733
551,733
60,734
142,734
325,734
412,734
483,734
536,734
45,736
59,736
130,736
156,736
285,736
390,736
455,736
486,736
513,736
547,736
619,736
170,737
707,738
52,739
43,740
283,740
337,740
378,740
395,740
136,741
311,741
58,743
79,743
417,743
420,743
447,743
553,743
630,743
644,743
65,744
67,744
76,744
181,744
279,744
281,744
286,744
491,744
572,744
661,744
685,744
394,745
574,745
627,745
72,746
526,746
293,747
352,747
482,747
643,747
21,748
165,748
179,748
434,748
436,748
458,748
599,748
659,748
19,749
37,749
83,749
112,749
162,749
201,749
205,749
219,749
338,749
361,749
421,749
665,749
684,749
25,750
111,750
280,750
516,750
706,750
10,751
24,751
153,751
158,751
183,751
562,751
565,751
606,751
10,752
24,752
153,752
158,752
183,752
562,752
565,752
606,752
751,752
138,753
199,753
212,753
360,753
460,753
612,753
692,753
195,754
200,754
250,754
55,755
261,755
290,755
410,755
11,756
33,756
98,756
100,756
128,756
146,756
239,756
254,756
295,756
316,756
343,756
404,756
405,756
494,756
519,756
549,756
579,756
601,756
633,756
662,756
690,756
731,756
16,757
118,757
121,757
174,757
188,757
224,757
233,757
294,757
310,757
331,757
363,757
367,757
393,757
400,757
401,757
509,757
542,757
556,757
584,757
623,757
703,757
80,758
479,758
15,759
35,759
56,759
106,759
145,759
152,759
193,759
256,759
440,759
540,759
551,759
733,759
11,760
33,760
98,760
100,760
128,760
146,760
239,760
254,760
295,760
316,760
343,760
404,760
405,760
494,760
519,760
549,760
579,760
601,760
633,760
662,760
690,760
731,760
756,760
4,761
47,761
166,761
184,761
220,761
346,761
355,761
397,761
446,761
650,761
651,761
666,761
191,762
287,762
507,762
41,763
49,763
229,763
265,763
342,763
502,763
555,763
109,764
157,764
194,764
222,764
370,764
480,764
528,764
531,764
552,764
587,764
652,764
720,764
721,764
211,765
236,765
348,765
435,765
569,765
718,765
61,766
85,766
94,766
102,766
108,766
197,766
228,766
241,766
332,766
379,766
384,766
388,766
413,766
428,766
459,766
535,766
603,766
678,766
689,766
701,766
702,766
717,766
11,767
33,767
98,767
100,767
128,767
146,767
239,767
254,767
295,767
316,767
343,767
404,767
405,767
494,767
519,767
549,767
579,767
601,767
633,767
662,767
690,767
731,767
756,767
760,767
204,768
302,768
364,768
374,768
532,768
558,768
577,768
600,768
636,768
655,768
271,769
366,769
473,769
496,769
575,769
657,769
11,770
33,770
98,770
100,770
128,770
146,770
239,770
254,770
295,770
316,770
343,770
404,770
405,770
494,770
519,770
549,770
579,770
601,770
633,770
662,770
690,770
731,770
756,770
760,770
767,770
13,771
38,771
122,771
151,771
182,771
371,771
383,771
463,771
475,771
515,771
543,771
554,771
408,772
624,772
492,773
191,774
287,774
507,774
762,774
264,775
442,775
114,776
255,776
303,776
321,776
13,777
38,777
122,777
151,777
182,777
371,777
383,777
463,777
475,777
515,777
543,777
554,777
771,777
264,778
442,778
775,778
134,779
147,779
210,779
289,779
381,779
433,779
471,779
646,779
723,779
40,780
149,780
307,780
63,781
150,781
457,781
539,781
681,781
10,782
24,782
153,782
158,782
183,782
562,782
565,782
606,782
751,782
752,782
668,783
372,784
728,785
92,786
96,786
190,786
350,786
589,786
592,786
632,786
656,786
663,786
691,786
699,786
44,787
341,787
429,787
631,787
637,787
41,788
49,788
229,788
265,788
342,788
502,788
555,788
763,788
48,789
81,790
431,790
488,790
48,791
789,791
42,792
68,792
71,792
87,792
88,792
101,792
124,792
137,792
154,792
164,792
169,792
192,792
213,792
330,792
399,792
530,792
570,792
583,792
664,792
670,792
74,793
160,793
211,794
236,794
348,794
435,794
569,794
718,794
765,794
172,795
362,795
472,795
61,796
85,796
94,796
102,796
108,796
197,796
228,796
241,796
332,796
379,796
384,796
388,796
413,796
428,796
459,796
535,796
603,796
678,796
689,796
701,796
702,796
717,796
766,796
58,797
79,797
417,797
420,797
447,797
553,797
630,797
644,797
743,797
42,798
68,798
71,798
87,798
88,798
101,798
124,798
137,798
154,798
164,798
169,798
192,798
213,798
330,798
399,798
530,798
570,798
583,798
664,798
670,798
792,798
13,799
38,799
122,799
151,799
182,799
371,799
383,799
463,799
475,799
515,799
543,799
554,799
771,799
777,799
394,800
574,800
627,800
745,800
5,801
39,801
64,801
333,801
334,801
336,801
445,801
523,801
534,801
568,801
672,801
693,801
730,801
73,802
196,802
305,802
423,802
591,802
640,802
671,802
461,803
36,804
207,804
274,804
314,804
365,804
478,804
642,804
46,806
70,806
132,806
186,806
300,806
322,806
439,806
559,806
564,806
594,806
704,806
588,807
590,807
104,808
275,808
339,808
524,808
573,808
639,808
36,809
207,809
274,809
314,809
365,809
478,809
642,809
804,809
13,810
38,810
122,810
151,810
182,810
371,810
383,810
463,810
475,810
515,810
543,810
554,810
771,810
777,810
799,810
742,811
175,812
221,812
269,812
411,812
454,812
206,813
216,813
45,815
59,815
130,815
156,815
285,815
390,815
455,815
486,815
513,815
547,815
619,815
736,815
4,816
47,816
166,816
184,816
220,816
346,816
355,816
397,816
446,816
650,816
651,816
666,816
761,816
155,817
296,817
415,817
727,817
104,818
275,818
339,818
524,818
573,818
639,818
808,818
588,819
590,819
807,819
60,820
142,820
325,820
412,820
483,820
536,820
734,820
10,821
24,821
153,821
158,821
183,821
562,821
565,821
606,821
751,821
752,821
782,821
61,822
85,822
94,822
102,822
108,822
197,822
228,822
241,822
332,822
379,822
384,822
388,822
413,822
428,822
459,822
535,822
603,822
678,822
689,822
701,822
702,822
717,822
766,822
796,822
46,823
70,823
132,823
186,823
300,823
322,823
439,823
559,823
564,823
594,823
704,823
806,823
135,824
234,824
450,824
653,824
676,824
712,824
726,824
251,825
418,825
453,825
474,825
484,825
306,826
629,826
645,826
724,826
58,827
79,827
417,827
420,827
447,827
553,827
630,827
644,827
743,827
797,827
284,828
546,828
680,828
735,829
161,830
73,831
196,831
305,831
423,831
591,831
640,831
671,831
802,831
32,832
77,832
123,832
226,832
242,832
323,832
477,832
537,832
120,833
178,833
373,833
427,833
602,833
238,834
270,834
327,834
419,834
72,835
526,835
746,835
10,836
24,836
153,836
158,836
183,836
562,836
565,836
606,836
751,836
752,836
782,836
821,836
134,837
147,837
210,837
289,837
381,837
433,837
471,837
646,837
723,837
779,837
1,838
291,838
432,838
557,838
586,838
682,838
11,839
33,839
98,839
100,839
128,839
146,839
239,839
254,839
295,839
316,839
343,839
404,839
405,839
494,839
519,839
549,839
579,839
601,839
633,839
662,839
690,839
731,839
756,839
760,839
767,839
770,839
126,840
176,840
301,840
505,840
582,840
585,840
648,840
264,841
442,841
775,841
778,841
430,842
580,842
7,843
107,843
116,843
263,843
387,843
424,843
634,843
36,844
207,844
274,844
314,844
365,844
478,844
642,844
804,844
809,844
42,845
68,845
71,845
87,845
88,845
101,845
124,845
137,845
154,845
164,845
169,845
192,845
213,845
330,845
399,845
530,845
570,845
583,845
664,845
670,845
792,845
798,845
25,846
111,846
280,846
516,846
706,846
750,846
81,847
431,847
488,847
790,847
28,848
167,848
567,848
605,848
41,849
49,849
229,849
265,849
342,849
502,849
555,849
763,849
788,849
15,850
35,850
56,850
106,850
145,850
152,850
193,850
256,850
440,850
540,850
551,850
733,850
759,850
309,851
504,851
159,852
266,852
673,852
686,852
25,853
111,853
280,853
516,853
706,853
750,853
846,853
16,854
118,854
121,854
174,854
188,854
224,854
233,854
294,854
310,854
331,854
363,854
367,854
393,854
400,854
401,854
509,854
542,854
556,854
584,854
623,854
703,854
757,854
48,856
789,856
791,856
134,857
147,857
210,857
289,857
381,857
433,857
471,857
646,857
723,857
779,857
837,857
264,858
442,858
775,858
778,858
841,858
206,859
216,859
813,859
11,860
33,860
98,860
100,860
128,860
146,860
239,860
254,860
295,860
316,860
343,860
404,860
405,860
494,860
519,860
