Wall time,Step,Value
1727048718.615307,0,0.48391109704971313
1727048718.6272757,1,0.5055999755859375
1727048718.6402397,2,0.5390222072601318
1727048718.653206,3,0.5822222232818604
1727048718.6651738,4,0.6268444657325745
1727048718.6787028,5,0.6528000235557556
1727048718.6936631,6,0.6723555326461792
1727048718.7086232,7,0.6796444654464722
1727048718.7225864,8,0.692799985408783
1727048718.7375455,9,0.7000889182090759
1727048718.7505107,10,0.7041777968406677
1727048718.767467,11,0.7091555595397949
1727048718.7814288,12,0.7189333438873291
1727048718.7943926,13,0.7260444164276123
1727048718.8127437,14,0.7308444380760193
1727048718.8277037,15,0.7374222278594971
1727048718.8426642,16,0.7480888962745667
1727048718.8556306,17,0.7544888854026794
1727048718.8695931,18,0.7576888799667358
1727048718.8845518,19,0.7598222494125366
1727048718.9035013,20,0.7616000175476074
1727048718.9234483,21,0.7631999850273132
1727048718.9374106,22,0.763022243976593
1727048718.9513738,23,0.7642666697502136
1727048718.9663346,24,0.763022243976593
1727048718.984286,25,0.7631999850273132
1727048719.004232,26,0.7663999795913696
1727048719.0251765,27,0.7665777802467346
1727048719.044126,28,0.7685333490371704
1727048719.0620778,29,0.7690666913986206
1727048719.0850158,30,0.769955575466156
1727048719.1009736,31,0.772266685962677
1727048719.1179283,32,0.7749333381652832
1727048719.1376197,33,0.776888906955719
1727048719.1535766,34,0.77884441614151
1727048719.1695356,35,0.7809777855873108
1727048719.1864889,36,0.7824000120162964
1727048719.2014482,37,0.7839999794960022
1727048719.2174058,38,0.7866666913032532
1727048719.2323654,39,0.7871999740600586
1727048719.2463284,40,0.7875555753707886
1727048719.2622852,41,0.7868444323539734
1727048719.2872186,42,0.7875555753707886
1727048719.3021784,43,0.7891555428504944
1727048719.3161418,44,0.7898666858673096
1727048719.3321,45,0.79057776927948
1727048719.3470595,46,0.79057776927948
1727048719.360026,47,0.7909333109855652
1727048719.371993,48,0.7911111116409302
1727048719.3849576,49,0.7925333380699158
1727048719.4019127,50,0.7916444540023804
1727048719.4168723,51,0.7916444540023804
1727048719.43283,52,0.7921777963638306
1727048719.447789,53,0.7934222221374512
1727048719.4607542,54,0.792888879776001
1727048719.474718,55,0.7937777638435364
1727048719.489678,56,0.7932444214820862
1727048719.5046377,57,0.793066680431366
1727048719.5176034,58,0.793066680431366
1727048719.533561,59,0.7934222221374512
1727048719.5455277,60,0.7936000227928162
1727048719.5584934,61,0.7936000227928162
1727048719.573453,62,0.7932444214820862
1727048719.586419,63,0.792888879776001
1727048719.6023762,64,0.793066680431366
1727048719.619331,65,0.793066680431366
1727048719.6352878,66,0.792888879776001
1727048719.6492507,67,0.7923555374145508
1727048719.6662056,68,0.7925333380699158
1727048719.7261221,69,0.7919999957084656
1727048719.7550437,70,0.7914666533470154
1727048719.7739935,71,0.7919999957084656
1727048719.790949,72,0.7912889122962952
1727048719.8049116,73,0.7909333109855652
1727048719.8198705,74,0.7911111116409302
1727048719.8348305,75,0.7914666533470154
1727048719.8507879,76,0.7912889122962952
1727048719.8647506,77,0.7916444540023804
1727048719.8797102,78,0.7916444540023804
1727048719.8936727,79,0.7919999957084656
1727048719.9086344,80,0.7919999957084656
1727048719.921599,81,0.7921777963638306
1727048719.9345636,82,0.7925333380699158
1727048719.948527,83,0.7923555374145508
1727048719.961493,84,0.7919999957084656
1727048719.9764516,85,0.7916444540023804
1727048719.9914117,86,0.7916444540023804
1727048720.006373,87,0.7916444540023804
1727048720.0193377,88,0.7919999957084656
1727048720.034297,89,0.7923555374145508
1727048720.046265,90,0.7925333380699158
1727048720.0592308,91,0.7925333380699158
1727048720.0752537,92,0.7923555374145508
1727048720.090213,93,0.7925333380699158
1727048720.1051722,94,0.792888879776001
1727048720.1201327,95,0.7934222221374512
1727048720.1350925,96,0.7937777638435364
1727048720.150052,97,0.7936000227928162
1727048720.1660104,98,0.7934222221374512
1727048720.183962,99,0.7934222221374512
