Model,Metric,Train,Validation
RNN,Loss,0.38810810446739197,0.4236762523651123
RNN,Accuracy,0.8209777777777778,0.8123667377398721
RNN,Precision,0.7100436681222707,0.696969696969697
RNN,Recall,0.5463709677419355,0.5433070866141733
RNN,F1,0.6175465248765667,0.6106194690265486
RNN,AUC,0.8690407962759363,0.8411638603654076
