Model,Metric,Train,Validation
MLP,Loss,0.3405283987522125,0.4720247685909271
MLP,Accuracy,0.8426666666666667,0.7839374555792467
MLP,Precision,0.7506234413965087,0.6078431372549019
MLP,Recall,0.6068548387096774,0.5695538057742782
MLP,F1,0.6711259754738015,0.5880758807588076
MLP,AUC,0.9027286375769673,0.8157715665658751
