Model,Metric,Train,Validation
GraphSAGE,Loss,0.39553484320640564,0.43802884221076965
GraphSAGE,Accuracy,0.8167111111111112,0.7938877043354655
GraphSAGE,Precision,0.6850202429149798,0.6482084690553745
GraphSAGE,Recall,0.5685483870967742,0.5223097112860893
GraphSAGE,F1,0.6213734851266987,0.5784883720930232
GraphSAGE,AUC,0.8632848136798521,0.8309516865947312
