Model,Metric,Train,Validation
CNN,Loss,0.3990083336830139,0.4329429566860199
CNN,Accuracy,0.8168888888888889,0.7938877043354655
CNN,Precision,0.6814580031695721,0.64
CNN,Recall,0.5779569892473119,0.5459317585301837
CNN,F1,0.6254545454545455,0.5892351274787536
CNN,AUC,0.8601533239244062,0.8347313676433721
