Model,Metric,Train,Validation
ChebNet,Loss,0.3894631862640381,0.5883411169052124
ChebNet,Accuracy,0.8202666666666667,0.7853589196872779
ChebNet,Precision,0.6979253112033195,0.6238244514106583
ChebNet,Recall,0.5651881720430108,0.5223097112860893
ChebNet,F1,0.6245822502784998,0.5685714285714286
ChebNet,AUC,0.8673459873005477,0.8148467918118423
