Model,Metric,Train,Validation
GCN,Loss,0.42072609066963196,0.4476962983608246
GCN,Accuracy,0.8016,0.7903340440653873
GCN,Precision,0.6666666666666666,0.6524822695035462
GCN,Recall,0.5,0.48293963254593175
GCN,F1,0.5714285714285715,0.5550527903469081
GCN,AUC,0.8407885109723163,0.8161885466071126
