Model,Metric,Train,Validation
GAT,Loss,0.41170167922973633,0.43886497616767883
GAT,Accuracy,0.8097777777777778,0.8009950248756219
GAT,Precision,0.6798623063683304,0.6723549488054608
GAT,Recall,0.5309139784946236,0.5170603674540682
GAT,F1,0.5962264150943396,0.5845697329376854
GAT,AUC,0.8490656701521284,0.8278204990458065
