Wall time,Step,Value
1727048761.791193,0,0.2844444513320923
1727048761.837068,1,0.36711111664772034
1727048761.8889303,2,0.5608888864517212
1727048761.9389477,3,0.7203555703163147
1727048761.9818332,4,0.751288890838623
1727048762.0312316,5,0.7523555755615234
1727048762.0830941,6,0.753777801990509
1727048762.1369495,7,0.751466691493988
1727048762.1868167,8,0.7505778074264526
1727048762.237391,9,0.748977780342102
1727048762.2842672,10,0.7487999796867371
1727048762.336127,11,0.7507555484771729
1727048762.3949711,12,0.7516444325447083
1727048762.475754,13,0.7546666860580444
1727048762.5475628,14,0.7599999904632568
1727048762.605407,15,0.7665777802467346
1727048762.6592638,16,0.7710222005844116
1727048762.7106187,17,0.774222195148468
1727048762.7525063,18,0.77884441614151
1727048762.809354,19,0.7799111008644104
1727048762.8642075,20,0.7824000120162964
1727048762.9160705,21,0.7839999794960022
1727048762.9679303,22,0.7875555753707886
1727048763.007824,23,0.7888000011444092
1727048763.0656693,24,0.7870222330093384
1727048763.1235144,25,0.7868444323539734
1727048763.1634076,26,0.7863110899925232
1727048763.2222502,27,0.7856000065803528
1727048763.2731147,28,0.7871999740600586
1727048763.3229814,29,0.7891555428504944
1727048763.3748426,30,0.7902222275733948
1727048763.4177272,31,0.7904000282287598
1727048763.4646027,32,0.7923555374145508
1727048763.5144691,33,0.7943111062049866
1727048763.567327,34,0.7957333326339722
1727048763.6301606,35,0.797688901424408
1727048763.6935546,36,0.7964444160461426
1727048763.7504022,37,0.7955555319786072
1727048763.809568,38,0.7983999848365784
1727048763.8574402,39,0.797688901424408
1727048763.9152865,40,0.7983999848365784
1727048763.9701974,41,0.7987555265426636
1727048764.0150764,42,0.7994666695594788
1727048764.0689337,43,0.8005333542823792
1727048764.126778,44,0.8005333542823792
1727048764.1706605,45,0.8017777800559998
1727048764.2324946,46,0.8010666370391846
1727048764.2843566,47,0.8001777529716492
1727048764.3332257,48,0.7996444702148438
1727048764.3830922,49,0.7991111278533936
1727048764.4319618,50,0.7987555265426636
1727048764.4808311,51,0.7994666695594788
1727048764.5356848,52,0.8005333542823792
1727048764.5895412,53,0.802133321762085
1727048764.6384106,54,0.8028444647789001
1727048764.6798272,55,0.8019555807113647
1727048764.7346807,56,0.8017777800559998
1727048764.7835498,57,0.8014222383499146
1727048764.8453853,58,0.802133321762085
1727048764.9022326,59,0.8017777800559998
1727048764.9630692,60,0.802133321762085
1727048765.0199175,61,0.80231112241745
1727048765.0647974,62,0.8019555807113647
1727048765.1166584,63,0.8017777800559998
1727048765.1655278,64,0.802133321762085
1727048765.2183867,65,0.80231112241745
1727048765.2692497,66,0.80231112241745
1727048765.3151276,67,0.802133321762085
1727048765.3669899,68,0.8028444647789001
1727048765.4238374,69,0.8037333488464355
1727048765.4707117,70,0.804444432258606
1727048765.5185838,71,0.8040888905525208
1727048765.5704446,72,0.8047999739646912
1727048765.6183171,73,0.8051555752754211
1727048765.6717005,74,0.8049777746200562
1727048765.7155824,75,0.8051555752754211
1727048765.7594657,76,0.8051555752754211
1727048765.8153164,77,0.8056889176368713
1727048765.8691728,78,0.8056889176368713
1727048765.9180417,79,0.8053333163261414
1727048765.963919,80,0.8053333163261414
1727048766.020768,81,0.8049777746200562
1727048766.083599,82,0.8055111169815063
1727048766.1454337,83,0.8055111169815063
1727048766.203279,84,0.8053333163261414
1727048766.248159,85,0.8056889176368713
1727048766.2980254,86,0.8053333163261414
1727048766.3379185,87,0.8053333163261414
1727048766.3877857,88,0.8065778017044067
1727048766.437652,89,0.8064000010490417
1727048766.4945002,90,0.8064000010490417
1727048766.5463614,91,0.8056889176368713
1727048766.6391137,92,0.8058666586875916
1727048766.7134633,93,0.8058666586875916
1727048766.7762961,94,0.8055111169815063
1727048766.8321455,95,0.8055111169815063
1727048766.8850048,96,0.8058666586875916
1727048766.9368668,97,0.8058666586875916
1727048766.9957082,98,0.8060444593429565
1727048767.0465724,99,0.8060444593429565
