Wall time,Step,Value
1727048646.712067,0,0.5731555819511414
1727048646.9036007,1,0.6437333226203918
1727048647.093094,2,0.7192888855934143
1727048647.327468,3,0.7523555755615234
1727048647.5294607,4,0.776888906955719
1727048647.7294698,5,0.7879111170768738
1727048647.907992,6,0.7856000065803528
1727048648.0825248,7,0.7800889015197754
1727048648.262047,8,0.781511127948761
1727048648.4385724,9,0.7854222059249878
1727048648.6170967,10,0.7923555374145508
1727048648.8160985,11,0.7960888743400574
1727048648.9946213,12,0.7964444160461426
1727048649.1881037,13,0.795199990272522
1727048649.356653,14,0.7921777963638306
1727048649.5192182,15,0.7914666533470154
1727048649.6892905,16,0.7909333109855652
1727048649.8478665,17,0.7937777638435364
1727048650.047333,18,0.7964444160461426
1727048650.239818,19,0.7987555265426636
1727048650.4044204,20,0.7978666424751282
1727048650.5639517,21,0.7978666424751282
1727048650.7250986,22,0.7992888689041138
1727048650.8856266,23,0.7996444702148438
1727048651.0541744,24,0.7987555265426636
1727048651.2466607,25,0.7982222437858582
1727048651.4162066,26,0.7969777584075928
1727048651.582761,27,0.7987555265426636
1727048651.7499704,28,0.7980444431304932
1727048651.9124937,29,0.7985777854919434
1727048652.0860298,30,0.8008888959884644
1727048652.2625957,31,0.8008888959884644
1727048652.4525719,32,0.8014222383499146
1727048652.6291618,33,0.8028444647789001
1727048652.7933311,34,0.8058666586875916
1727048652.975774,35,0.8047999739646912
1727048653.1810257,36,0.8042666912078857
1727048653.355479,37,0.8035555481910706
1727048653.5160065,38,0.8026666641235352
1727048653.7142346,39,0.8035555481910706
1727048653.89176,40,0.80231112241745
1727048654.0543256,41,0.80231112241745
1727048654.2338455,42,0.80231112241745
1727048654.3834894,43,0.8024888634681702
1727048654.5480044,44,0.8042666912078857
1727048654.716748,45,0.8032000064849854
1727048654.9052432,46,0.8026666641235352
1727048655.0668108,47,0.8035555481910706
1727048655.241344,48,0.8039110898971558
1727048655.4069138,49,0.8042666912078857
1727048655.577445,50,0.804622232913971
1727048655.7355516,51,0.804622232913971
1727048655.9001112,52,0.8055111169815063
1727048656.1025703,53,0.8055111169815063
1727048656.2691255,54,0.8053333163261414
1727048656.425748,55,0.8053333163261414
1727048656.5803359,56,0.8047999739646912
1727048656.7544305,57,0.8051555752754211
1727048656.9307356,58,0.8051555752754211
1727048657.1302195,59,0.8049777746200562
1727048657.4014976,60,0.8055111169815063
1727048657.5830102,61,0.8055111169815063
1727048657.7520494,62,0.8060444593429565
1727048657.9634979,63,0.8058666586875916
1727048658.1679502,64,0.8062222003936768
1727048658.325565,65,0.8064000010490417
1727048658.5130281,66,0.8062222003936768
1727048658.6940665,67,0.8060444593429565
1727048658.862657,68,0.8062222003936768
1727048659.0241838,69,0.8060444593429565
1727048659.2139344,70,0.8056889176368713
1727048659.3804886,71,0.8064000010490417
1727048659.5380683,72,0.8064000010490417
1727048659.738095,73,0.8065778017044067
1727048659.9126706,74,0.8062222003936768
1727048660.0831742,75,0.8060444593429565
1727048660.2477324,76,0.8062222003936768
1727048660.4112954,77,0.8058666586875916
1727048660.5688734,78,0.8058666586875916
1727048660.756949,79,0.8064000010490417
1727048660.943406,80,0.8065778017044067
1727048661.1249213,81,0.806755542755127
1727048661.28654,82,0.8072888851165771
1727048661.4420714,83,0.8072888851165771
1727048661.602642,84,0.8072888851165771
1727048661.7727585,85,0.8071110844612122
1727048661.9334016,86,0.8072888851165771
1727048662.139849,87,0.8072888851165771
1727048662.313895,88,0.8074666857719421
1727048662.475464,89,0.8078222274780273
1727048662.6531036,90,0.8078222274780273
1727048662.818595,91,0.8076444268226624
1727048663.0120766,92,0.8074666857719421
1727048663.1866095,93,0.8076444268226624
1727048663.3731108,94,0.8078222274780273
1727048663.5367148,95,0.8074666857719421
1727048663.7027638,96,0.8074666857719421
1727048663.875344,97,0.8080000281333923
1727048664.040858,98,0.8076444268226624
1727048664.2183828,99,0.8081777691841125
