Wall time,Step,Value
1727047232.3914266,0,0.9171140789985657
1727047232.4153602,1,0.7907291054725647
1727047232.4422884,2,0.6913454532623291
1727047232.468219,3,0.6177272796630859
1727047232.4921553,4,0.566448986530304
1727047232.5170891,5,0.5327610969543457
1727047232.6421514,6,0.5118747353553772
1727047232.7088616,7,0.49956196546554565
1727047232.77668,8,0.49230676889419556
1727047232.8205655,9,0.4878532886505127
1727047232.850483,10,0.4846881031990051
1727047232.8794057,11,0.4819854497909546
1727047232.9093254,12,0.47929617762565613
1727047232.9372501,13,0.4764079451560974
1727047232.9711604,14,0.4732683598995209
1727047233.0040722,15,0.46989983320236206
1727047233.0379815,16,0.46636509895324707
1727047233.0808668,17,0.46277743577957153
1727047233.3631117,18,0.45928388833999634
1727047233.467832,19,0.45605990290641785
1727047233.6438067,20,0.4531761705875397
1727047233.7695618,21,0.45069223642349243
1727047233.9137268,22,0.4486141502857208
1727047234.0733,23,0.4468596875667572
1727047234.1138349,24,0.4453522264957428
1727047234.144751,25,0.4440061151981354
1727047234.1756697,26,0.4427253007888794
1727047234.2055886,27,0.4415002167224884
1727047234.235509,28,0.4403797686100006
1727047234.2664258,29,0.4393792152404785
1727047234.2923574,30,0.4385119676589966
1727047234.3192844,31,0.4377989172935486
1727047234.3471458,32,0.4372488856315613
1727047234.3730757,33,0.4368354082107544
1727047234.3990204,34,0.4364963173866272
1727047234.4269323,35,0.4361591935157776
1727047234.4518654,36,0.43579089641571045
1727047234.476799,37,0.4353668689727783
1727047234.5027292,38,0.434895783662796
1727047234.5286608,39,0.43439558148384094
1727047234.5506017,40,0.4338880777359009
1727047234.5755348,41,0.43338385224342346
1727047234.6004684,42,0.43291419744491577
1727047234.6263232,43,0.43248918652534485
1727047234.6532512,44,0.4321129322052002
1727047234.677282,45,0.43177855014801025
1727047234.7032127,46,0.43146997690200806
1727047234.730141,47,0.43115711212158203
1727047234.7540767,48,0.4308305084705353
1727047234.7820022,49,0.43048951029777527
1727047234.8059382,50,0.4301411509513855
1727047234.8328657,51,0.42980343103408813
1727047234.856802,52,0.42949384450912476
1727047234.8837304,53,0.42920711636543274
1727047234.9083288,54,0.42894890904426575
1727047234.9327447,55,0.4287155866622925
1727047234.9606705,56,0.4285055100917816
1727047234.9826114,57,0.42830199003219604
1727047235.008542,58,0.42809969186782837
1727047235.0354698,59,0.42789825797080994
1727047235.0633953,60,0.427694708108902
1727047235.0893247,61,0.42749521136283875
1727047235.1192455,62,0.4272955358028412
1727047235.1521578,63,0.42710208892822266
1727047235.1890588,64,0.4269135296344757
1727047235.2239685,65,0.42673489451408386
1727047235.2528882,66,0.42656567692756653
1727047235.2788184,67,0.4263996183872223
1727047235.3047493,68,0.4262295067310333
1727047235.3326747,69,0.42606136202812195
1727047235.3596022,70,0.42589905858039856
1727047235.3855338,71,0.4257409870624542
1727047235.4094691,72,0.42558780312538147
1727047235.432412,73,0.4254419803619385
1727047235.4553485,74,0.4253036379814148
1727047235.4762902,75,0.42516961693763733
1727047235.498232,76,0.4250386357307434
1727047235.523166,77,0.4249095916748047
1727047235.5421143,78,0.4247836768627167
1727047235.5650537,79,0.4246601164340973
1727047235.5889893,80,0.42453867197036743
1727047235.6109302,81,0.42442071437835693
1727047235.6328719,82,0.42430630326271057
1727047235.658802,83,0.4241938889026642
1727047235.6818001,84,0.42408469319343567
1727047235.703741,85,0.4239768981933594
1727047235.7286751,86,0.4238683581352234
1727047235.752611,87,0.4237605929374695
1727047235.7785418,88,0.4236583411693573
1727047235.803474,89,0.423554003238678
1727047235.8304026,90,0.42344871163368225
1727047235.859326,91,0.4233415722846985
1727047235.8892446,92,0.4232337176799774
1727047235.9251497,93,0.42312711477279663
1727047235.9560661,94,0.4230216145515442
1727047235.9810002,95,0.4229162335395813
1727047236.0119169,96,0.42281216382980347
1727047236.0388455,97,0.4227062463760376
1727047236.0627804,98,0.42260435223579407
1727047236.0877151,99,0.4225030243396759
